Timestamp,PV,CV,SP
0.0,20.175000175000175,36.21574654115434,40.0
0.02002002002002002,20.345100340200336,36.2128548287259,40.0
0.04004004004004004,20.510437696012083,36.47117972360606,40.0
0.06006006006006006,20.67114560123165,36.72827059909083,40.0
0.08008008008008008,20.827353680605242,36.984162007757824,40.0
0.10010010010010009,21.13147387192677,37.238887534711544,40.0
0.12012012012012012,21.427007842350573,37.4451512836408,40.0
0.14014014014014015,21.72059581958108,37.65126863828613,40.0
0.16016016016016016,22.012262057976773,37.85327408296161,40.0
0.18018018018018017,22.302030979312413,38.05127677311289,40.0
0.20020020020020018,22.589927144388263,38.24529937882249,40.0
0.22022022022022023,22.874815675683124,38.43536414860253,40.0
0.24024024024024024,23.156777200363532,38.62185328880333,40.0
0.2602602602602603,23.435792932801643,38.804773844944314,40.0
0.2802802802802803,23.711847287678818,38.98417831278028,40.0
0.3003003003003003,23.984925671483346,39.16011719308481,40.0
0.3203203203203203,24.255014444411348,39.332640962868325,40.0
0.34034034034034033,24.52210971263878,39.50180004303808,40.0
0.36036036036036034,24.78620786398418,39.667642050515106,40.0
0.38038038038038036,25.04730667355455,39.830214702131215,40.0
0.40040040040040037,25.305405216024145,39.98956534351502,40.0
0.42042042042042044,25.560503828664356,40.1457409691192,40.0
0.44044044044044045,25.81260407461643,40.29878821231948,40.0
0.46046046046046046,26.061708639869355,40.44875333667424,40.0
0.4804804804804805,26.307821304267893,40.59568224836325,40.0
0.5005005005005005,26.55094690179011,40.73962048636179,40.0
0.5205205205205206,26.791091282427786,40.88061321736423,40.0
0.5405405405405406,27.028261274891626,41.01870523068893,40.0
0.5605605605605606,27.262464650146555,41.15394093354166,40.0
0.5805805805805806,27.493710086272788,41.28636434661274,40.0
0.6006006006006006,27.72200713407006,41.416019099841364,40.0
0.6206206206206206,27.947366183500574,41.5429484285135,40.0
0.6406406406406406,28.169798430946685,41.66719516964497,40.0
0.6606606606606606,28.389315847269366,41.788801758644944,40.0
0.6806806806806807,28.605931146653134,41.90781022625147,40.0
0.7007007007007007,28.81965775621957,42.02426219573061,40.0
0.7207207207207207,29.03050978639603,42.13819888033248,40.0
0.7407407407407407,29.23850200202546,42.249661080996056,40.0
0.7607607607607607,29.44364979420334,42.35868918429511,40.0
0.7807807807807807,29.645969152828165,42.46532316061808,40.0
0.8008008008008007,29.845476639851864,42.569602562574424,40.0
0.8208208208208209,30.04218936321688,42.6715665236204,40.0
0.8408408408408409,30.2361249514668,42.77125375689748,40.0
0.8608608608608609,30.427301529017537,42.86870255427635,40.0
0.8808808808808809,30.61573769207635,42.96395078560003,40.0
0.9009009009009009,30.80145248519608,43.05703589811965,40.0
0.9209209209209209,30.98446537845218,43.14799491611637,40.0
0.9409409409409409,31.164796245230377,43.23686444070337,40.0
0.960960960960961,31.342465340612794,43.32368064980183,40.0
0.980980980980981,31.517493280350777,43.4084792982849,40.0
1.001001001001001,31.689901020412627,43.49129571828396,40.0
1.021021021021021,31.85970983709474,43.57216481965144,40.0
1.0410410410410411,32.026941307684794,43.6511210905748,40.0
1.0610610610610611,32.19161729166575,43.728198598336,40.0
1.0810810810810811,32.35375991244971,43.803430990211595,40.0
1.1011011011011012,32.5133915396307,43.87685149450789,40.0
1.1211211211211212,32.670534771745736,43.94849292172643,40.0
1.1411411411411412,32.825212419533585,44.01838766585482,40.0
1.1611611611611612,32.97744748968095,44.08656770577798,40.0
1.1811811811811812,33.12726316904575,44.153064606805465,40.0
1.2012012012012012,33.27468280934755,44.217909522309846,40.0
1.2212212212212212,33.41972991231522,44.28113319547218,40.0
1.2412412412412412,33.56242811528204,44.342765961129906,40.0
1.2612612612612613,33.70280117721877,44.40283774772302,40.0
1.2812812812812813,33.84087296519516,44.46137807933453,40.0
1.3013013013013013,33.976667441260766,44.51841607782094,40.0
1.3213213213213213,34.11020864973574,44.5739804650291,40.0
1.3413413413413413,34.241520704902875,44.62809956509541,40.0
1.3613613613613613,34.37062777909188,44.68080130682372,40.0
1.3813813813813813,34.49755409114732,44.73211322613833,40.0
1.4014014014014013,34.62232389527161,44.78206246860858,40.0
1.4214214214214214,34.7449614702348,44.830675792041426,40.0
1.4414414414414414,34.8654911089427,44.87797956913891,40.0
1.4614614614614614,34.983937108355484,44.923999790217046,40.0
1.4814814814814814,35.10032375974857,44.96876206598304,40.0
1.5015015015015014,35.2146753393081,45.012291630367834,40.0
1.5215215215215214,35.327016099053246,45.054613343410715,40.0
1.5415415415415414,35.43737025807782,45.095751694193424,40.0
1.5615615615615615,35.54576199410369,45.13573080382061,40.0
1.5815815815815815,35.65221543533882,45.17457442844405,40.0
1.6016016016016015,35.75675465263256,45.212305962327875,40.0
1.6216216216216217,35.85940365192141,45.24894844095219,40.0
1.6416416416416417,35.96018636695806,45.2845245441526,40.0
1.6616616616616617,36.059126652317126,45.319056599293134,40.0
1.6816816816816818,36.15624827667075,45.352566584470146,40.0
1.7017017017017018,36.25157491632764,45.385076131745,40.0
1.7217217217217218,36.34513014902903,45.41660653040308,40.0
1.7417417417417418,36.436937447995255,45.447178730237084,40.0
1.7617617617617618,36.5270201762168,45.47681334485254,40.0
1.7817817817817818,36.61540158098365,45.505530654993166,40.0
1.8018018018018018,36.70210478864707,45.53335061188455,40.0
1.8218218218218218,36.78715279960784,45.560292840593696,40.0
1.8418418418418419,36.87056848352531,45.58637664340305,40.0
1.8618618618618619,36.95237457474158,45.61162100319676,40.0
1.8818818818818819,37.03259366791524,45.63604458685775,40.0
1.901901901901902,37.111248213859334,45.65966574867364,40.0
